,,Species ,Host ,GC ,Gstain ,Prot RefSeq,Hmm ID,Name ,E value ,Score ,Start,Stop ,Duplicate,DD,*
,,Desulfurobacterium thermolithotrophum DSM 11699,0,0,NC_015185,YP_004282146.1,U_TM_TP-C,U_TM_TP-C,6.7,15.3,396,434,0,1,1
,,Tsukamurella phage TPA2,Tsukamurella paurometabola,pos,NC_015210,YP_004286274.1,TM-P2,TM-P2,2.70E-39,143.5,245,448,1,1,1
,,Tsukamurella phage TPA2,Tsukamurella paurometabola,pos,NC_015210,YP_004286274.1,TIGR01760,TIGR01760,0,184.7,208,556,1,0,1
,,Tsukamurella phage TPA2,Tsukamurella paurometabola,pos,NC_015210,YP_004286274.1,U_TM_CT-DMS3,U_TM_CT-DMS3,0.0000028,35.3,1091,1134,0,0,0
,,Tsukamurella phage TPA2,Tsukamurella paurometabola,pos,NC_015210,YP_004286274.1,U_TM_CT-DMS3,U_TM_CT-DMS3,0.0000028,35.3,2027,2078,0,1,1
,,Lactobacillus acidophilus 30SC,0,0,NC_015214,YP_004292362.1,TM-P2,TM-P2,1.40E-40,147.6,90,290,1,1,1
,,Lactobacillus acidophilus 30SC,0,0,NC_015214,YP_004292362.1,TIGR01760,TIGR01760,1.90E-39,144,52,413,1,1,1
,,Lactobacillus acidophilus 30SC,0,0,NC_015214,YP_004292362.1,TIGR01760,TIGR01760,1.90E-39,144,650,721,1,1,1
,,Lactobacillus acidophilus 30SC,0,0,NC_015214,YP_004292362.1,TIGR01760,TIGR01760,1.90E-39,144,712,748,1,1,1
,,Lactobacillus acidophilus 30SC,0,0,NC_015214,YP_004292362.1,TM_Fam1,TM_Fam1,1.3,16.8,12,170,1,1,1
,,Lactobacillus acidophilus 30SC,0,0,NC_015214,YP_004292362.1,TM_Fam1,TM_Fam1,1.3,16.8,121,356,1,1,1
,,Lactobacillus acidophilus 30SC,0,0,NC_015214,YP_004292362.1,TM_Fam1,TM_Fam1,1.3,16.8,605,865,1,1,1
,,Lactobacillus acidophilus 30SC,0,0,NC_015214,YP_004292362.1,U_TM_TP-C,U_TM_TP-C,3.80E-29,109,541,582,1,1,1
,,Lactobacillus acidophilus 30SC,0,0,NC_015214,YP_004292362.1,U_TM_TP-C,U_TM_TP-C,3.80E-29,109,593,647,1,1,1
,,Lactobacillus acidophilus 30SC,0,0,NC_015214,YP_004292362.1,U_TM_TP-C,U_TM_TP-C,3.80E-29,109,673,705,1,1,1
,,Lactobacillus acidophilus 30SC,0,0,NC_015214,YP_004292362.1,U_TM_TP-C,U_TM_TP-C,3.80E-29,109,707,771,1,1,1
,,Lactobacillus acidophilus 30SC,0,0,NC_015214,YP_004292362.1,U_TM_TP-C,U_TM_TP-C,3.80E-29,109,761,792,1,0,1
,,Lactobacillus acidophilus 30SC,0,0,NC_015214,YP_004292362.1,U_TM_TP-C,U_TM_TP-C,0,51.3,708,719,0,0,0
,,Lactobacillus acidophilus 30SC,0,0,NC_015214,YP_004292362.1,U_TM_TP-C,U_TM_TP-C,0,51.3,744,766,0,0,0
,,Nitrosomonas sp. AL212,0,0,NC_015222,YP_004295731.1,TM_Fam1,TM_Fam1,1.4,16.8,1,55,0,0,0
,,Nitrosomonas sp. AL212,0,0,NC_015222,YP_004295731.1,TM_Fam1,TM_Fam1,1.4,16.8,33,95,0,1,1
,,Yersinia enterocolitica subsp. palearctica 105.5R(r),0,0,NC_015224,YP_004298569.1,TM-P2,TM-P2,5.3,15.2,1,60,1,0,1
,,Yersinia enterocolitica subsp. palearctica 105.5R(r),0,0,NC_015224,YP_004298569.1,TIGR01760,TIGR01760,0,64.5,1,45,0,0,0
,,Yersinia enterocolitica subsp. palearctica 105.5R(r),0,0,NC_015224,YP_004298569.1,TIGR01760,TIGR01760,0,64.5,15,146,0,0,0
,,Yersinia enterocolitica subsp. palearctica 105.5R(r),0,0,NC_015224,YP_004299685.1,U_TM-PNJ,U_TM-PNJ,4.8,15.4,52,130,0,0,0
,,Acinetobacter phage 133,Acinetobacter johnsonii,neg,NC_015250,YP_004300776.1,TM-T4,TM-T4,1.30E-24,94.3,195,258,0,0,0
,,Aeromonas phage 65,Aeromonas salmonicida,neg,NC_015251,YP_004300957.1,U_TM_T4-Aeh,U_TM_T4-Aeh,1.20E-27,104.6,44,99,0,0,0
,,Aeromonas phage 65,Aeromonas salmonicida,neg,NC_015251,YP_004300957.1,U_TM_T4-Aeh,U_TM_T4-Aeh,1.20E-27,104.6,510,601,0,1,1
,,Brochothrix phage NF5,Brochothrix thermosphacta,pos,NC_015252,YP_004301290.1,TIGR02675,TIGR02675,5.20E-17,70,145,220,1,1,1
,,Brochothrix phage NF5,Brochothrix thermosphacta,pos,NC_015252,YP_004301290.1,U_TM_TP-C,U_TM_TP-C,7.80E-27,101.6,238,272,1,1,1
,,Brochothrix phage NF5,Brochothrix thermosphacta,pos,NC_015252,YP_004301290.1,U_TM_TP-C,U_TM_TP-C,7.80E-27,101.6,441,482,1,1,1
,,Brochothrix phage NF5,Brochothrix thermosphacta,pos,NC_015252,YP_004301290.1,U_TM_TP-C,U_TM_TP-C,7.80E-27,101.6,542,606,1,1,1
,,Brochothrix phage NF5,Brochothrix thermosphacta,pos,NC_015252,YP_004301290.1,U_TM_TP-C,U_TM_TP-C,7.80E-27,101.6,603,626,1,0,1
,,Brochothrix phage NF5,Brochothrix thermosphacta,pos,NC_015252,YP_004301290.1,U_TM_TP-C,U_TM_TP-C,0,54.6,542,554,0,0,0
,,Brochothrix phage NF5,Brochothrix thermosphacta,pos,NC_015252,YP_004301290.1,U_TM_TP-C,U_TM_TP-C,0,54.6,579,601,0,0,0
,,Polymorphum gilvum SL003B-26A1,0,0,NC_015259,YP_004302878.1,U_TM2675motif,U_TM2675motif,8,15.1,14,51,0,0,0
,,Polymorphum gilvum SL003B-26A1,0,0,NC_015259,YP_004302878.1,U_TM2675motif,U_TM2675motif,8,15.1,28,80,0,0,0
,,Polymorphum gilvum SL003B-26A1,0,0,NC_015259,YP_004302995.1,TM-P2,TM-P2,6.9,14.8,349,477,0,1,1
,,Polymorphum gilvum SL003B-26A1,0,0,NC_015259,YP_004303426.1,TM_Fam1,TM_Fam1,1.50E-23,92,1,299,1,1,1
,,Polymorphum gilvum SL003B-26A1,0,0,NC_015259,YP_004303426.1,TM_Fam1,TM_Fam1,1.50E-23,92,419,497,1,0,1
,,Polymorphum gilvum SL003B-26A1,0,0,NC_015259,YP_004303426.1,TM_Fam3,TM_Fam3,0.0002,29.7,183,302,0,0,0
,,Polymorphum gilvum SL003B-26A1,0,0,NC_015259,YP_004303426.1,TM_Fam3,TM_Fam3,0.0002,29.7,414,601,0,1,1
,,Polymorphum gilvum SL003B-26A1,0,0,NC_015259,YP_004304651.1,TIGR01541,TIGR01541,0.53,17.6,56,166,1,0,1
,,Polymorphum gilvum SL003B-26A1,0,0,NC_015259,YP_004304651.1,TM_Fam3,TM_Fam3,0,213.8,2,195,0,0,0
,,Polymorphum gilvum SL003B-26A1,0,0,NC_015259,YP_004304651.1,U_TM_CT-IMP,U_TM_CT-IMP,0,51.7,105,151,0,0,0
,,Polymorphum gilvum SL003B-26A1,0,0,NC_015259,YP_004305490.1,TM_Fam12,TM_Fam12,8.7,14.3,106,121,0,1,1
,,Polymorphum gilvum SL003B-26A1,0,0,NC_015259,YP_004305510.1,TIGR01541,TIGR01541,0.00000088,36.6,620,743,1,0,1
,,Polymorphum gilvum SL003B-26A1,0,0,NC_015259,YP_004305510.1,TM_Fam1,TM_Fam1,1.60E-18,75.6,17,270,0,0,0
,,Polymorphum gilvum SL003B-26A1,0,0,NC_015259,YP_004305510.1,TM_Fam3,TM_Fam3,0.0024,26.1,592,811,0,1,1
,,Polymorphum gilvum SL003B-26A1,0,0,NC_015259,YP_004305698.1,TM-P2,TM-P2,3.70E-31,116.9,110,307,1,1,1
,,Polymorphum gilvum SL003B-26A1,0,0,NC_015259,YP_004305698.1,TM-P2,TM-P2,3.70E-31,116.9,587,678,1,1,1
,,Polymorphum gilvum SL003B-26A1,0,0,NC_015259,YP_004305698.1,TIGR01760,TIGR01760,2.00E-43,157.1,72,416,1,1,1
,,Polymorphum gilvum SL003B-26A1,0,0,NC_015259,YP_004305698.1,U_TM_TP-C,U_TM_TP-C,5.6,15.6,360,397,1,0,1
,,Polymorphum gilvum SL003B-26A1,0,0,NC_015259,YP_004305698.1,U_TM_TP-C,U_TM_TP-C,5.6,15.6,606,636,0,0,0
,,Polymorphum gilvum SL003B-26A1,0,0,NC_015259,YP_004305698.1,U_TM_TP-C,U_TM_TP-C,5.6,15.6,672,708,0,1,1
,,Polymorphum gilvum SL003B-26A1,0,0,NC_015259,YP_004305761.1,TIGR01541,TIGR01541,0.00000000016,49,607,732,1,1,1
,,Polymorphum gilvum SL003B-26A1,0,0,NC_015259,YP_004305761.1,TM_Fam1,TM_Fam1,9.20E-16,66.5,15,266,1,0,1
,,Polymorphum gilvum SL003B-26A1,0,0,NC_015259,YP_004305761.1,TM_Fam3,TM_Fam3,0.00000000069,47.5,368,487,0,0,0
,,Polymorphum gilvum SL003B-26A1,0,0,NC_015259,YP_004305761.1,TM_Fam3,TM_Fam3,0.00000000069,47.5,598,829,0,1,1
,,Clostridium phage phiCD6356,Clostridium difficile,pos,NC_015262,YP_004306116.1,TM-P2,TM-P2,2.00E-40,147.1,255,455,1,1,1
,,Clostridium phage phiCD6356,Clostridium difficile,pos,NC_015262,YP_004306116.1,TIGR01760,TIGR01760,0,192.9,53,154,1,1,1
,,Clostridium phage phiCD6356,Clostridium difficile,pos,NC_015262,YP_004306116.1,TIGR01760,TIGR01760,0,192.9,217,564,1,1,1
,,Clostridium phage phiCD6356,Clostridium difficile,pos,NC_015262,YP_004306116.1,TIGR01760,TIGR01760,0,192.9,567,744,1,1,1
,,Clostridium phage phiCD6356,Clostridium difficile,pos,NC_015262,YP_004306116.1,TIGR01760,TIGR01760,0,192.9,1139,1213,1,1,1
,,Clostridium phage phiCD6356,Clostridium difficile,pos,NC_015262,YP_004306116.1,TIGR01760,TIGR01760,0,192.9,1519,1677,1,1,1
,,Clostridium phage phiCD6356,Clostridium difficile,pos,NC_015262,YP_004306116.1,TM-SPP1,TM-SPP1,0.0000028,33.3,4,274,1,1,1
,,Clostridium phage phiCD6356,Clostridium difficile,pos,NC_015262,YP_004306116.1,TM-SPP1,TM-SPP1,0.0000028,33.3,1182,1340,1,1,1
,,Clostridium phage phiCD6356,Clostridium difficile,pos,NC_015262,YP_004306116.1,U_TM_TP-C,U_TM_TP-C,0.023,23.2,1247,1285,1,0,1
,,Clostridium phage phiCD6356,Clostridium difficile,pos,NC_015262,YP_004306116.1,U_TM_TP-C,U_TM_TP-C,0.023,23.2,1297,1338,0,0,0
,,Clostridium phage phiCD6356,Clostridium difficile,pos,NC_015262,YP_004306116.1,U_TM_TP-C,U_TM_TP-C,0.023,23.2,1633,1671,0,1,1
,,Lactococcus phage 949,Lactococcus lactis strain ML8,pos,NC_015263,YP_004306290.1,TM-P2,TM-P2,2.30E-25,98,198,282,1,1,1
,,Lactococcus phage 949,Lactococcus lactis strain ML8,pos,NC_015263,YP_004306290.1,TM-P2,TM-P2,2.30E-25,98,569,644,1,1,1
,,Lactococcus phage 949,Lactococcus lactis strain ML8,pos,NC_015263,YP_004306290.1,TM-P2,TM-P2,2.30E-25,98,694,899,1,1,1
,,Lactococcus phage 949,Lactococcus lactis strain ML8,pos,NC_015263,YP_004306290.1,TIGR01760,TIGR01760,8.70E-38,138.5,2,156,1,1,1
,,Lactococcus phage 949,Lactococcus lactis strain ML8,pos,NC_015263,YP_004306290.1,TIGR01760,TIGR01760,8.70E-38,138.5,164,235,1,0,1
,,Lactococcus phage 949,Lactococcus lactis strain ML8,pos,NC_015263,YP_004306290.1,TIGR01760,TIGR01760,8.70E-38,138.5,657,1004,0,0,0
,,Lactococcus phage 949,Lactococcus lactis strain ML8,pos,NC_015263,YP_004306290.1,U_TM_CT-IMP,U_TM_CT-IMP,4.5,15.1,2456,2487,0,1,1
,,Burkholderia phage KS5,Burkholderia cenocepacia strain C6433,neg,NC_015265,YP_004306382.1,TM-SPP1,TM-SPP1,1.2,14.7,57,232,1,1,1
,,Burkholderia phage KS5,Burkholderia cenocepacia strain C6433,neg,NC_015265,YP_004306382.1,TM-SPP1,TM-SPP1,1.2,14.7,453,676,1,0,1
,,Burkholderia phage KS5,Burkholderia cenocepacia strain C6433,neg,NC_015265,YP_004306382.1,TM-SPP1,TM-SPP1,1.2,14.7,726,841,0,0,0
,,Burkholderia phage KS5,Burkholderia cenocepacia strain C6433,neg,NC_015265,YP_004306382.1,U_TM_TP-C,U_TM_TP-C,0.18,20.4,751,817,0,0,0
,,Burkholderia phage KL3,Burkholderia ambifaria strain LMG 17828,neg,NC_015266,YP_004306429.1,U_TM_TP-C,U_TM_TP-C,0.035,22.7,835,891,0,0,0
,,Burkholderia phage KL3,Burkholderia ambifaria strain LMG 17828,neg,NC_015266,YP_004306429.1,U_TM_TP-C,U_TM_TP-C,0.035,22.7,908,947,0,1,1
,,Pseudomonas phage KPP10,0,neg,NC_015272,YP_004306766.1,TIGR02675,TIGR02675,0.0088,24.4,277,306,1,1,1
,,Pseudomonas phage KPP10,0,neg,NC_015272,YP_004306766.1,TIGR02675,TIGR02675,0.0088,24.4,340,421,1,0,1
,,Pseudomonas phage KPP10,0,neg,NC_015272,YP_004306766.1,TIGR02675,TIGR02675,0.0088,24.4,505,541,0,0,0
,,Pseudomonas phage KPP10,0,neg,NC_015272,YP_004306766.1,TM-DMS3,TM-DMS3,0.0000000012,45,26,505,0,1,1
,,Burkholderia phage KS14,Burkholderia cenocepacia C6433,neg,NC_015273,YP_004306856.1,TM-P2,TM-P2,2.20E-25,98,244,450,1,1,1
,,Burkholderia phage KS14,Burkholderia cenocepacia C6433,neg,NC_015273,YP_004306856.1,TIGR01760,TIGR01760,0,186.5,75,171,1,1,1
,,Burkholderia phage KS14,Burkholderia cenocepacia C6433,neg,NC_015273,YP_004306856.1,TIGR01760,TIGR01760,0,186.5,202,560,1,1,1
,,Burkholderia phage KS14,Burkholderia cenocepacia C6433,neg,NC_015273,YP_004306856.1,TM-SPP1,TM-SPP1,0.18,17.4,23,308,1,1,1
,,Burkholderia phage KS14,Burkholderia cenocepacia C6433,neg,NC_015273,YP_004306856.1,TM-SPP1,TM-SPP1,0.18,17.4,427,523,1,1,1
,,Burkholderia phage KS14,Burkholderia cenocepacia C6433,neg,NC_015273,YP_004306856.1,TM-SPP1,TM-SPP1,0.18,17.4,472,637,1,1,1
,,Burkholderia phage KS14,Burkholderia cenocepacia C6433,neg,NC_015273,YP_004306856.1,TM-SPP1,TM-SPP1,0.18,17.4,664,764,1,0,1
,,Burkholderia phage KS14,Burkholderia cenocepacia C6433,neg,NC_015273,YP_004306856.1,U_TM_TP-C,U_TM_TP-C,2,17,598,647,0,0,0
,,Burkholderia phage KS14,Burkholderia cenocepacia C6433,neg,NC_015273,YP_004306856.1,U_TM_TP-C,U_TM_TP-C,2,17,672,710,0,0,0
,,Burkholderia phage KS14,Burkholderia cenocepacia C6433,neg,NC_015273,YP_004306870.1,TM-Lam,TM-Lam,9.1,14.4,1,119,0,1,1
,,Streptococcus phage Dp-1,Streptococcus pneumoniae strain R6,pos,NC_015274,YP_004306940.1,TM-P2,TM-P2,0,186.8,95,295,1,1,1
,,Streptococcus phage Dp-1,Streptococcus pneumoniae strain R6,pos,NC_015274,YP_004306940.1,TM-P2,TM-P2,0,186.8,300,389,1,1,1
,,Streptococcus phage Dp-1,Streptococcus pneumoniae strain R6,pos,NC_015274,YP_004306940.1,TM-P2,TM-P2,0,186.8,483,552,1,1,1
,,Streptococcus phage Dp-1,Streptococcus pneumoniae strain R6,pos,NC_015274,YP_004306940.1,TIGR01760,TIGR01760,0,270.4,57,404,1,1,1
,,Streptococcus phage Dp-1,Streptococcus pneumoniae strain R6,pos,NC_015274,YP_004306940.1,TIGR01760,TIGR01760,0,270.4,482,552,1,1,1
,,Streptococcus phage Dp-1,Streptococcus pneumoniae strain R6,pos,NC_015274,YP_004306940.1,TIGR01760,TIGR01760,0,270.4,868,969,1,1,1
,,Streptococcus phage Dp-1,Streptococcus pneumoniae strain R6,pos,NC_015274,YP_004306940.1,TM-SPP1,TM-SPP1,0,264.7,302,1053,1,1,1
,,Streptococcus phage Dp-1,Streptococcus pneumoniae strain R6,pos,NC_015274,YP_004306940.1,U_TM_TP-C,U_TM_TP-C,0.00000034,38.7,573,616,1,1,1
,,Streptococcus phage Dp-1,Streptococcus pneumoniae strain R6,pos,NC_015274,YP_004306940.1,U_TM_TP-C,U_TM_TP-C,0.00000034,38.7,619,680,1,1,1
,,Streptococcus phage Dp-1,Streptococcus pneumoniae strain R6,pos,NC_015274,YP_004306940.1,U_TM_TP-C,U_TM_TP-C,0.00000034,38.7,663,700,1,1,1
,,Streptococcus phage Dp-1,Streptococcus pneumoniae strain R6,pos,NC_015274,YP_004306940.1,U_TM_TP-C,U_TM_TP-C,0.00000034,38.7,707,745,1,1,1
,,Streptococcus phage Dp-1,Streptococcus pneumoniae strain R6,pos,NC_015274,YP_004306940.1,U_TM_TP-C,U_TM_TP-C,0.00000034,38.7,795,818,1,1,1
,,Streptococcus phage Dp-1,Streptococcus pneumoniae strain R6,pos,NC_015274,YP_004306940.1,U_TM_TP-C,U_TM_TP-C,0.00000034,38.7,817,853,1,1,1
,,Streptococcus phage Dp-1,Streptococcus pneumoniae strain R6,pos,NC_015274,YP_004306940.1,U_TM_TP-C,U_TM_TP-C,0.00000034,38.7,861,906,1,1,1
,,Streptococcus phage Dp-1,Streptococcus pneumoniae strain R6,pos,NC_015274,YP_004306940.1,U_TM_TP-C,U_TM_TP-C,0.00000034,38.7,905,943,1,0,1
,,Streptococcus phage Dp-1,Streptococcus pneumoniae strain R6,pos,NC_015274,YP_004306940.1,U_TM_TP-C,U_TM_TP-C,0.00000034,38.7,949,1016,0,0,0
,,Streptococcus phage Dp-1,Streptococcus pneumoniae strain R6,pos,NC_015274,YP_004306940.1,U_TM_TP-C,U_TM_TP-C,0.00000034,38.7,999,1041,0,0,0
,,Clostridium lentocellum DSM 5427,0,0,NC_015275,YP_004307260.1,TM-Lam,TM-Lam,5,15.2,20,92,0,0,0
,,Clostridium lentocellum DSM 5427,0,0,NC_015275,YP_004307260.1,TM-Lam,TM-Lam,5,15.2,83,131,0,0,0
,,Clostridium lentocellum DSM 5427,0,0,NC_015275,YP_004307265.1,U_TM_T4-CPX,U_TM_T4-CPX,0.33,17.4,63,149,0,1,1
,,Clostridium lentocellum DSM 5427,0,0,NC_015275,YP_004307683.1,TM-P2,TM-P2,0.0038,25.4,97,180,1,1,1
,,Clostridium lentocellum DSM 5427,0,0,NC_015275,YP_004307683.1,TM_Fam1,TM_Fam1,8.90E-21,83,2,267,1,1,1
,,Clostridium lentocellum DSM 5427,0,0,NC_015275,YP_004307683.1,U_TM_TP-C,U_TM_TP-C,0.002,26.6,438,479,1,0,1
,,Clostridium lentocellum DSM 5427,0,0,NC_015275,YP_004307683.1,U_TM_TP-C,U_TM_TP-C,0.002,26.6,539,577,0,0,0
,,Clostridium lentocellum DSM 5427,0,0,NC_015275,YP_004307683.1,U_TM_TP-C,U_TM_TP-C,0.002,26.6,583,622,0,1,1
,,Clostridium lentocellum DSM 5427,0,0,NC_015275,YP_004307761.1,TM-P2,TM-P2,6.00E-18,73.8,88,293,1,1,1
,,Clostridium lentocellum DSM 5427,0,0,NC_015275,YP_004307761.1,TIGR01760,TIGR01760,3.41E-43,156.3,48,391,1,0,1
,,Clostridium lentocellum DSM 5427,0,0,NC_015275,YP_004307761.1,TIGR01760,TIGR01760,3.41E-43,156.3,384,446,0,0,0
,,Clostridium lentocellum DSM 5427,0,0,NC_015275,YP_004307761.1,TM-SPP1,TM-SPP1,0,61.2,369,654,0,1,1
,,Clostridium lentocellum DSM 5427,0,0,NC_015275,YP_004307804.1,TM-P2,TM-P2,5.70E-18,73.8,88,293,1,1,1
,,Clostridium lentocellum DSM 5427,0,0,NC_015275,YP_004307804.1,TIGR01760,TIGR01760,1.40E-42,154.2,48,391,1,0,1
,,Clostridium lentocellum DSM 5427,0,0,NC_015275,YP_004307804.1,TIGR01760,TIGR01760,1.40E-42,154.2,384,446,0,0,0
,,Clostridium lentocellum DSM 5427,0,0,NC_015275,YP_004307804.1,TM-SPP1,TM-SPP1,0,58.8,376,644,0,1,1
,,Clostridium lentocellum DSM 5427,0,0,NC_015275,YP_004307910.1,TM-P2,TM-P2,5.80E-37,135.8,134,334,1,1,1
,,Clostridium lentocellum DSM 5427,0,0,NC_015275,YP_004307910.1,TM-P2,TM-P2,5.80E-37,135.8,522,716,1,0,1
,,Clostridium lentocellum DSM 5427,0,0,NC_015275,YP_004307910.1,TIGR01760,TIGR01760,0,199.7,96,440,0,0,0
,,Clostridium lentocellum DSM 5427,0,0,NC_015275,YP_004307910.1,TIGR01760,TIGR01760,0,199.7,461,515,0,1,1
,,Clostridium lentocellum DSM 5427,0,0,NC_015275,YP_004308415.1,TM-P2,TM-P2,1.60E-36,134.4,256,456,1,1,1
,,Clostridium lentocellum DSM 5427,0,0,NC_015275,YP_004308415.1,TM-P2,TM-P2,1.60E-36,134.4,449,510,1,0,1
,,Clostridium lentocellum DSM 5427,0,0,NC_015275,YP_004308415.1,TIGR01760,TIGR01760,0,193.9,218,461,0,0,0
,,Clostridium lentocellum DSM 5427,0,0,NC_015275,YP_004308415.1,TIGR01760,TIGR01760,0,193.9,451,618,0,0,0
,,Clostridium lentocellum DSM 5427,0,0,NC_015275,YP_004308436.1,U_TM_T4-CPX,U_TM_T4-CPX,3.6,14,59,149,0,0,0
,,Clostridium lentocellum DSM 5427,0,0,NC_015275,YP_004308786.1,TM-P2,TM-P2,0,64.3,92,328,0,0,0
,,Clostridium lentocellum DSM 5427,0,0,NC_015275,YP_004308786.1,TM-SPP1,TM-SPP1,0,49.6,94,351,0,0,0
,,Clostridium lentocellum DSM 5427,0,0,NC_015275,YP_004309616.1,U_TM2675motif,U_TM2675motif,5.9,15.6,89,126,0,0,0
,,Clostridium lentocellum DSM 5427,0,0,NC_015275,YP_004309616.1,U_TM2675motif,U_TM2675motif,5.9,15.6,151,190,0,1,1
,,Clostridium lentocellum DSM 5427,0,0,NC_015275,YP_004309644.1,TIGR02675,TIGR02675,1.20E-17,72,186,260,1,1,1
,,Clostridium lentocellum DSM 5427,0,0,NC_015275,YP_004309644.1,TM-phiC2,TM-phiC2,0,382.1,1,644,1,1,1
,,Clostridium lentocellum DSM 5427,0,0,NC_015275,YP_004309644.1,TM-phiC2,TM-phiC2,0,382.1,627,718,1,0,1
,,Clostridium lentocellum DSM 5427,0,0,NC_015275,YP_004309644.1,U_TM2675motif,U_TM2675motif,1.60E-33,123.1,125,194,0,0,0
,,Clostridium lentocellum DSM 5427,0,0,NC_015275,YP_004309644.1,U_TM2675motif,U_TM2675motif,1.60E-33,123.1,248,305,0,0,0
,,Clostridium lentocellum DSM 5427,0,0,NC_015275,YP_004309908.1,TIGR01760,TIGR01760,0.43,17.8,1,100,0,0,0
,,Clostridium lentocellum DSM 5427,0,0,NC_015275,YP_004310746.1,TM-P2,TM-P2,3.8,15.6,190,327,0,0,0
,,Marinomonas mediterranea MMB-1,0,0,NC_015276,YP_004311973.1,TM-Lam,TM-Lam,0.44,18.7,100,261,0,1,1
,,Marinomonas mediterranea MMB-1,0,0,NC_015276,YP_004312948.1,TM-P2,TM-P2,6.70E-34,125.9,253,457,1,1,1
,,Marinomonas mediterranea MMB-1,0,0,NC_015276,YP_004312948.1,TIGR01760,TIGR01760,0,194.2,214,572,1,0,1
,,Marinomonas mediterranea MMB-1,0,0,NC_015276,YP_004312948.1,TM_Fam1,TM_Fam1,0.000001,36.9,341,555,0,0,0
,,Marinomonas mediterranea MMB-1,0,0,NC_015276,YP_004312948.1,TM_Fam1,TM_Fam1,0.000001,36.9,596,729,0,1,1
,,Sphingobacterium sp. 21,0,0,NC_015277,YP_004318671.1,TM-P2,TM-P2,0.000033,32.2,129,483,1,0,1
,,Sphingobacterium sp. 21,0,0,NC_015277,YP_004318671.1,TIGR01760,TIGR01760,0,59.5,101,408,0,0,0
,,Sphingobacterium sp. 21,0,0,NC_015277,YP_004318671.1,TIGR01760,TIGR01760,0,59.5,1022,1060,0,1,1
,,Synechococcus phage S-SM2,0,neg,NC_015279,YP_004322170.1,U_TM_T4-PS,U_TM_T4-PS,0.00000000049,48.1,90,233,1,1,1
,,Synechococcus phage S-SM2,0,neg,NC_015279,YP_004322170.1,U_TM_T4-PS,U_TM_T4-PS,0.00000000049,48.1,478,558,1,1,1
,,Synechococcus phage S-SM2,0,neg,NC_015279,YP_004322170.1,U_TM_T4-Syn9,U_TM_T4-Syn9,0,354.2,46,549,1,1,1
,,Synechococcus phage S-SM2,0,neg,NC_015279,YP_004322170.1,U_TM_T4-Syn9,U_TM_T4-Syn9,0,354.2,537,690,1,0,1
,,Synechococcus phage S-SM2,0,neg,NC_015279,YP_004322170.1,U_TM_T4-Syn9,U_TM_T4-Syn9,0,354.2,673,766,0,0,0
,,Synechococcus phage S-SM2,0,neg,NC_015279,YP_004322170.1,U_TM_CT-DMS3,U_TM_CT-DMS3,0.00000063,37.4,335,377,0,1,1
,,Synechococcus phage S-SM2,0,neg,NC_015279,YP_004322171.1,U_TM_T4-PS,U_TM_T4-PS,0.066,21.5,60,221,1,1,1
,,Synechococcus phage S-SM2,0,neg,NC_015279,YP_004322171.1,U_TM_T4-PS,U_TM_T4-PS,0.066,21.5,254,324,1,0,1
,,Synechococcus phage S-SM2,0,neg,NC_015279,YP_004322171.1,U_TM_T4-PS,U_TM_T4-PS,0.066,21.5,335,470,0,0,0
,,Synechococcus phage S-SM2,0,neg,NC_015279,YP_004322171.1,U_TM_T4-PMH1,U_TM_T4-PMH1,0.000037,32,290,531,0,0,0
,,Prochlorococcus phage P-HM1,0,neg,NC_015280,YP_004322444.1,U_TM_T4-PMH1,U_TM_T4-PMH1,4.20E-45,162.2,227,403,0,1,1
,,Synechococcus phage S-ShM2,0,neg,NC_015281,YP_004322679.1,U_TM_T4-PS,U_TM_T4-PS,0,215.6,1,251,1,1,1
,,Synechococcus phage S-ShM2,0,neg,NC_015281,YP_004322679.1,U_TM_T4-PS,U_TM_T4-PS,0,215.6,422,491,1,0,1
,,Synechococcus phage S-ShM2,0,neg,NC_015281,YP_004322679.1,U_TM_T4-PS,U_TM_T4-PS,0,215.6,734,814,0,0,0
,,Synechococcus phage S-ShM2,0,neg,NC_015281,YP_004322679.1,U_TM_T4-Syn9,U_TM_T4-Syn9,0,646.8,1,1080,0,0,0
,,Synechococcus phage S-ShM2,0,neg,NC_015281,YP_004322680.1,U_TM_T4-PS,U_TM_T4-PS,0,187.4,12,231,0,0,0
,,Synechococcus phage S-ShM2,0,neg,NC_015281,YP_004322680.1,U_TM_T4-Syn9,U_TM_T4-Syn9,0,960.9,11,1201,0,1,1
,,Synechococcus phage S-SM1,0,neg,NC_015282,YP_004322911.1,U_TM_T4-PS,U_TM_T4-PS,0,231.1,2,235,1,0,1
,,Synechococcus phage S-SM1,0,neg,NC_015282,YP_004322911.1,U_TM_T4-PS,U_TM_T4-PS,0,231.1,597,635,0,0,0
,,Synechococcus phage S-SM1,0,neg,NC_015282,YP_004322911.1,U_TM_T4-Syn9,U_TM_T4-Syn9,0,608.5,1,918,0,0,0
,,Synechococcus phage S-SM1,0,neg,NC_015282,YP_004322912.1,U_TM_T4-PS,U_TM_T4-PS,0,254.1,7,219,0,0,0
,,Synechococcus phage S-SM1,0,neg,NC_015282,YP_004322912.1,U_TM_T4-Syn9,U_TM_T4-Syn9,0,501.2,6,915,0,1,1
